"id","lines_per_sec"
"AF-156400",0.454408328422509
"AF-156401",0.454408328422509
"AF-156402",0.454408328422509
"AF-156403",0.453186667961255
"AF-156404",0.453186667961255
"AF-156405",0.4519650075
"AF-156406",0.4519650075
"AF-156407",0.4519650075
"AF-156408",0.453186667961255
"AF-156409",0.453186667961255
"AF-156410",0.498388105027675
"AF-156411",0.498388105027675
"AF-156412",0.498388105027675
"AF-156413",0.498388105027675
"AF-156414",0.497166444566421
"AF-156415",0.495944784105166
"AF-156416",0.495944784105166
"AF-156417",0.494723123643911
"AF-156418",0.494723123643911
"AF-156419",0.494723123643911
"AF-156420",0.539924560710332
"AF-156421",0.539924560710332
"AF-156422",0.538702900249078
"AF-156423",0.539924560710332
"AF-156424",0.539924560710332
"AF-156425",0.537481239787823
"AF-156426",0.537481239787823
"AF-156427",0.557027807167897
"AF-156428",0.555806146706642
"AF-156429",0.555806146706642
"AF-156430",0.554584486245387
"AF-156431",0.557027807167897
"AF-156432",0.558249467629151
"AF-156433",0.558249467629151
"AF-156434",0.597342602389299
"AF-156435",0.597342602389299
"AF-156436",0.597342602389299
"AF-156437",0.597342602389299
"AF-156438",0.598564262850553
"AF-156439",0.598564262850553
"AF-156440",0.638879058071956
"AF-156441",0.638879058071956
"AF-156442",0.638879058071956
"AF-156443",0.638879058071956
"AF-156444",0.641322378994465
"AF-156445",0.64010071853321
"AF-156446",0.64010071853321
"AF-156447",0.64010071853321
"AF-156448",0.637657397610701
"AF-156449",0.663312267297048
"AF-156450",0.664533927758303
"AF-156451",0.664533927758303
"AF-156452",0.664533927758303
"AF-156453",0.664533927758303
"AF-156454",0.706070383440959
"AF-156455",0.708513704363469
"AF-156456",0.709735364824723
"AF-156457",0.709735364824723
"AF-156458",0.706070383440959
"AF-156459",0.706070383440959
"AF-156460",0.734168574049815
"AF-156461",0.736611894972325
"AF-156462",0.73539023451107
"AF-156463",0.73539023451107
"AF-156464",0.732946913588561
"AF-156465",0.734168574049815
"AF-156466",0.770818387887454
"AF-156467",0.774483369271218
"AF-156468",0.772040048348708
"AF-156469",0.772040048348708
"AF-156470",0.773261708809963
"AF-156471",0.736611894972325
