"id","lines_per_sec"
"AF-156400",0.453873288321033
"AF-156401",0.453873288321033
"AF-156402",0.453873288321033
"AF-156403",0.452666346660517
"AF-156404",0.452666346660517
"AF-156405",0.451459405
"AF-156406",0.451459405
"AF-156407",0.451459405
"AF-156408",0.452666346660517
"AF-156409",0.452666346660517
"AF-156410",0.497323188099631
"AF-156411",0.497323188099631
"AF-156412",0.497323188099631
"AF-156413",0.497323188099631
"AF-156414",0.496116246439114
"AF-156415",0.494909304778598
"AF-156416",0.494909304778598
"AF-156417",0.493702363118081
"AF-156418",0.493702363118081
"AF-156419",0.493702363118081
"AF-156420",0.538359204557196
"AF-156421",0.538359204557196
"AF-156422",0.537152262896679
"AF-156423",0.538359204557196
"AF-156424",0.538359204557196
"AF-156425",0.535945321236162
"AF-156426",0.535945321236162
"AF-156427",0.555256387804428
"AF-156428",0.554049446143911
"AF-156429",0.554049446143911
"AF-156430",0.552842504483395
"AF-156431",0.555256387804428
"AF-156432",0.556463329464945
"AF-156433",0.556463329464945
"AF-156434",0.595085462601476
"AF-156435",0.595085462601476
"AF-156436",0.595085462601476
"AF-156437",0.595085462601476
"AF-156438",0.596292404261993
"AF-156439",0.596292404261993
"AF-156440",0.636121479059041
"AF-156441",0.636121479059041
"AF-156442",0.636121479059041
"AF-156443",0.636121479059041
"AF-156444",0.638535362380074
"AF-156445",0.637328420719557
"AF-156446",0.637328420719557
"AF-156447",0.637328420719557
"AF-156448",0.634914537398524
"AF-156449",0.660260312269373
"AF-156450",0.661467253929889
"AF-156451",0.661467253929889
"AF-156452",0.661467253929889
"AF-156453",0.661467253929889
"AF-156454",0.702503270387454
"AF-156455",0.704917153708487
"AF-156456",0.706124095369004
"AF-156457",0.706124095369004
"AF-156458",0.702503270387454
"AF-156459",0.702503270387454
"AF-156460",0.730262928579336
"AF-156461",0.732676811900369
"AF-156462",0.731469870239852
"AF-156463",0.731469870239852
"AF-156464",0.729055986918819
"AF-156465",0.730262928579336
"AF-156466",0.766471178394834
"AF-156467",0.770092003376384
"AF-156468",0.767678120055351
"AF-156469",0.767678120055351
"AF-156470",0.768885061715867
"AF-156471",0.732676811900369
"AF-156472",0.634440479059041
"AF-156473",0.492021363118081
"AF-156474",0.634440479059041
"AF-156475",0.769785033038626
"AF-156476",0.593404462601476
"AF-156477",0.452604447957283
"AF-156478",0.534643524136591
"AF-156479",0.497797246439114
"AF-156480",0.66184666819422
"AF-156481",0.495642188099631
"AF-156482",0.493835198843885
"AF-156483",0.634440479059041
"AF-156484",0.495383363118081
"AF-156485",0.636481504562878
"AF-156486",0.453562196483583
"AF-156487",0.553808017217682
"AF-156488",0.552368446143911
"AF-156489",0.553155559929464
"AF-156490",0.451740108379452
"AF-156491",0.493337660410067
"AF-156492",0.452699428170845
"AF-156493",0.729601772624735
"AF-156494",0.496038395064372
"AF-156495",0.596488464816732
"AF-156496",0.55526696857299
"AF-156497",0.728581928579336
"AF-156498",0.595319777063621
"AF-156499",0.551260105593887
"AF-156500",0.635917700004987
"AF-156501",0.594597968582326
"AF-156502",0.556937387804428
"AF-156503",0.637372944660773
"AF-156504",0.636293166440345
"AF-156505",0.450458174612364
"AF-156506",0.597973404261993
"AF-156507",0.455554288321033
"AF-156508",0.700822270387454
"AF-156509",0.557672402125895
"AF-156510",0.450034556982732
"AF-156511",0.707805095369004
"AF-156512",0.451796056600377
"AF-156513",0.663148253929889
"AF-156514",0.454264852601148
"AF-156515",0.767398069212173
"AF-156516",0.498397458693659
"AF-156517",0.552368446143911
"AF-156518",0.492021363118081
"AF-156519",0.551617586727608
"AF-156520",0.453140405
"AF-156521",0.556621925187797
"AF-156522",0.634440479059041
"AF-156523",0.452862358263043
"AF-156524",0.662505657709025
"AF-156525",0.495383363118081
"AF-156526",0.727374986918819
"AF-156527",0.494453068073761
"AF-156528",0.766567577687686
"AF-156529",0.706598153708487
"AF-156530",0.706145059429687
"AF-156531",0.706415815370348
"AF-156532",0.638837936430063
"AF-156533",0.733150870239852
"AF-156534",0.731950426218388
"AF-156535",0.558144329464945
"AF-156536",0.764960470451796
"AF-156537",0.706661867128906
"AF-156538",0.706085149859206
"AF-156539",0.538274592420972
"AF-156540",0.764784317861965
"AF-156541",0.766603138977566
"AF-156542",0.637802479059041
"AF-156543",0.663148253929889
"AF-156544",0.595136948818444
"AF-156545",0.539445257120744
"AF-156546",0.497718446232696
"AF-156547",0.537826787307108
"AF-156548",0.495642188099631
"AF-156549",0.540040204557195
"AF-156550",0.555730446143911
"AF-156551",0.555730446143911
"AF-156552",0.450985346660517
"AF-156553",0.76940585770145
"AF-156554",0.497876966529088
"AF-156555",0.496890906444017
"AF-156556",0.453488869582118
"AF-156557",0.636281788429287
"AF-156558",0.731943928579336
"AF-156559",0.700822270387454
"AF-156560",0.537949176094493
"AF-156561",0.554782329464945
"AF-156562",0.76589113735196
"AF-156563",0.555809572337507
"AF-156564",0.452878766127466
"AF-156565",0.452184983554228
"AF-156566",0.661360558733822
"AF-156567",0.706486519632752
"AF-156568",0.454347346660517
"AF-156569",0.558144329464945
"AF-156570",0.730259627509181
"AF-156571",0.658579312269373
"AF-156572",0.494476263404405
"AF-156573",0.730896937667047
"AF-156574",0.453140405
"AF-156575",0.595578068044637
"AF-156576",0.727374986918819
"AF-156577",0.705091571850898
"AF-156578",0.594611404261993
"AF-156579",0.454097952420706
"AF-156580",0.49874784806015
"AF-156581",0.662864779116235
"AF-156582",0.493604140887247
"AF-156583",0.452192288321033
"AF-156584",0.538589807769226
"AF-156585",0.49561981477507
"AF-156586",0.452320822192774
"AF-156587",0.635119745225686
"AF-156588",0.70758800514952
"AF-156589",0.450551163399167
"AF-156590",0.556937387804428
"AF-156591",0.731732823343459
"AF-156592",0.555804287882911
"AF-156593",0.492021363118081
"AF-156594",0.730686395776854
"AF-156595",0.596373029559116
"AF-156596",0.55411798471476
"AF-156597",0.452106880532205
"AF-156598",0.701928869194437
"AF-156599",0.766315410284303
"AF-156600",0.539078786130189
"AF-156601",0.733483920120997
"AF-156602",0.49458497649684
"AF-156603",0.704184270387454
"AF-156604",0.639009420719557
"AF-156605",0.496281739647688
"AF-156606",0.593404462601476
"AF-156607",0.555333668436785
"AF-156608",0.455554288321033
"AF-156609",0.499004188099631
"AF-156610",0.557171511406438
"AF-156611",0.453006721199022
"AF-156612",0.595145231265717
"AF-156613",0.635186549758297
"AF-156614",0.728790050997163
"AF-156615",0.733433551446974
"AF-156616",0.495693469043449
"AF-156617",0.552368446143911
"AF-156618",0.452192288321033
"AF-156619",0.635905265675284
"AF-156620",0.595064757210339
"AF-156621",0.768771335137512
"AF-156622",0.729428856058104
"AF-156623",0.552064144078484
"AF-156624",0.496590304778598
"AF-156625",0.554722883723614
"AF-156626",0.49809452765381
"AF-156627",0.538450605133808
"AF-156628",0.494861193978596
"AF-156629",0.552822389182953
"AF-156630",0.728581928579336
"AF-156631",0.593404462601476
"AF-156632",0.729788870239852
"AF-156633",0.767955359519309
"AF-156634",0.767204061715867
"AF-156635",0.538355425746948
"AF-156636",0.556824623499749
"AF-156637",0.66004949127281
"AF-156638",0.45032579026941
"AF-156639",0.494891501551001
"AF-156640",0.730995811900369
"AF-156641",0.730875254135263
"AF-156642",0.705038538800139
"AF-156643",0.634010816278576
"AF-156644",0.53661943104106
"AF-156645",0.494979920560175
"AF-156646",0.636940947246292
"AF-156647",0.494021467797562
"AF-156648",0.73060403408766
"AF-156649",0.700822270387454
"AF-156650",0.731274656459167
"AF-156651",0.535232646881933
"AF-156652",0.729877490400411
"AF-156653",0.538321365948522
"AF-156654",0.729905203265321
"AF-156655",0.453129285583853
"AF-156656",0.731553563796727
"AF-156657",0.659971511548892
"AF-156658",0.450572170236298
"AF-156659",0.555730446143911
"AF-156660",0.45046962174192
"AF-156661",0.66064626652747
"AF-156662",0.538358461657313
"AF-156663",0.636614734354994
"AF-156664",0.704184270387454
"AF-156665",0.453796775680987
"AF-156666",0.536678204557196
"AF-156667",0.453140405
"AF-156668",0.452956243606868
"AF-156669",0.764349839469621
"AF-156670",0.558144329464945
"AF-156671",0.638564000214447
"AF-156672",0.451002407886897
"AF-156673",0.452192288321033
"AF-156674",0.766061357036086
"AF-156675",0.553748908328435
"AF-156676",0.634440479059041
"AF-156677",0.700822270387454
"AF-156678",0.593404462601476
"AF-156679",0.707805095369004
"AF-156680",0.637363079860038
"AF-156681",0.499004188099631
"AF-156682",0.707805095369004
"AF-156683",0.733348842552927
"AF-156684",0.495642188099631
"AF-156685",0.734498608999499
"AF-156686",0.556557222538546
"AF-156687",0.638379420808384
"AF-156688",0.534264321236162
"AF-156689",0.45254110590811
"AF-156690",0.702847825328821
"AF-156691",0.76935912005535
"AF-156692",0.73270013330904
"AF-156693",0.453131767248384
"AF-156694",0.731735433034735
"AF-156695",0.637323342137239
"AF-156696",0.76864999812967
"AF-156697",0.556195232021105
"AF-156698",0.556399807020112
"AF-156699",0.554523504483395
"AF-156700",0.704184270387454
"AF-156701",0.767382655044207
"AF-156702",0.554782329464945
"AF-156703",0.454499736209242
"AF-156704",0.663148253929889
